web-scraper-order,web-scraper-start-url,monsterName,paginationLinks,paginationLinks-href,activeName2,activeDescription2,monsterId,leaderName,leaderDescription,attribute,race,star,monsterLink,monsterLink-href,activeName,activeDescription
"1556372087-3633","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","仙如心玥 ‧ 蘇妲己","S01-S50","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S01-S50","","","6037","傾世絕色","傾世絕色
連擊 (Combo) 時攻擊力大幅提升 125%","暗","妖精類","7★","仙如心玥 ‧ 蘇妲己","https://tos.fandom.com/zh/wiki/%E4%BB%99%E5%A6%82%E5%BF%83%E7%8E%A5_%E2%80%A7_%E8%98%87%E5%A6%B2%E5%B7%B1","魅惑傾城 ‧ 強","魅惑傾城 ‧ 強
20 秒內，可任意移動符石而不會發動消除；消除的符石數目愈多，攻擊力提升愈多，最大 2.5 倍 (只計算首批消除的符石數目)"
"1556372260-4947","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","瓦維爾","751-800","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92751-800","<img src=""https://vignette.wikia.nocookie.net/tos/images/3/38/798i.png/revision/latest/scale-to-width-down/40?cb=20150912063709&amp;path-prefix=zh"" 	 alt=""798i""  	class="""" 	 	data-image-key=""798i.png"" 	data-image-name=""798i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/3/38/798i.png/revision/latest/scale-to-width-down/40?cb=20150912063709&amp;path-prefix=zh"" 	 alt=""798i""  	class="""" 	 	data-image-key=""798i.png"" 	data-image-name=""798i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/81/255i.png/revision/latest/scale-to-width-down/40?cb=20140618183643&amp;path-prefix=zh"" 	 alt=""255i""  	class="""" 	 	data-image-key=""255i.png"" 	data-image-name=""255i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/3a/260i.png/revision/latest/scale-to-width-down/40?cb=20140618184027&amp;path-prefix=zh"" 	 alt=""260i""  	class="""" 	 	data-image-key=""260i.png"" 	data-image-name=""260i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e4/268i.png/revision/latest/scale-to-width-down/40?cb=20140618185117&amp;path-prefix=zh"" 	 alt=""268i""  	class="""" 	 	data-image-key=""268i.png"" 	data-image-name=""268i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/262i.png/revision/latest/scale-to-width-down/40?cb=20140618184036&amp;path-prefix=zh"" 	 alt=""262i""  	class="""" 	 	data-image-key=""262i.png"" 	data-image-name=""262i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/85/799i.png/revision/latest/scale-to-width-down/40?cb=20150912063736&amp;path-prefix=zh"" 	 alt=""799i""  	class="""" 	 	data-image-key=""799i.png"" 	data-image-name=""799i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","798","勢煞龍息","勢煞龍息
隊伍中只有龍類隊員時，連擊 (Combo) 時攻擊力大幅提升 125%","暗","龍類","5★","瓦維爾","https://tos.fandom.com/zh/wiki/%E7%93%A6%E7%B6%AD%E7%88%BE","噬血龍刃","噬血龍刃
1 回合內 ，龍類攻擊力 1.5 倍；將龍類對敵方造成實際傷害的 5% 轉化為生命力，最大為生命力等值的 50%（不計算主動及隊長技傷害）"
"1556372087-3645","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","戰斧烈女 ‧ 提爾","S01-S50","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S01-S50","","","6049","火之震怒","火之震怒
火屬性攻擊力 3 倍","火","神族","7★","戰斧烈女 ‧ 提爾","https://tos.fandom.com/zh/wiki/%E6%88%B0%E6%96%A7%E7%83%88%E5%A5%B3_%E2%80%A7_%E6%8F%90%E7%88%BE","符石強化 ‧ 火","符石強化 ‧ 火
火符石轉化為火強化符石"
"1556372126-3899","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","雷歐力","1751-1800","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921751-1800","","","1759","人類之力量","人類之力量
隊伍中只有人類成員時，人類攻擊力 4 倍","水","人類","6★","雷歐力","https://tos.fandom.com/zh/wiki/%E9%9B%B7%E6%AD%90%E5%8A%9B","念拳","念拳
1 回合內，火、木、心符石兼具水符石效果；個人追打自身攻擊力 3.5 倍的水屬性攻擊 1 次"
"1556372267-4957","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","怪盜黑手黨 ‧ 史古基","701-750","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92701-750","","","705","俠盜之力","俠盜之力
人類及魔族攻擊力 2.5 倍","火","人類","6★","怪盜黑手黨 ‧ 史古基","https://tos.fandom.com/zh/wiki/%E6%80%AA%E7%9B%9C%E9%BB%91%E6%89%8B%E9%BB%A8_%E2%80%A7_%E5%8F%B2%E5%8F%A4%E5%9F%BA","熾焰圍城","熾焰圍城
將所有符石轉化為火符石"
"1556372260-4943","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","皮拉圖斯","751-800","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92751-800","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/92/794i.png/revision/latest/scale-to-width-down/40?cb=20150912063458&amp;path-prefix=zh"" 	 alt=""794i""  	class="""" 	 	data-image-key=""794i.png"" 	data-image-name=""794i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/9/92/794i.png/revision/latest/scale-to-width-down/40?cb=20150912063458&amp;path-prefix=zh"" 	 alt=""794i""  	class="""" 	 	data-image-key=""794i.png"" 	data-image-name=""794i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/0/0d/253i.png/revision/latest/scale-to-width-down/40?cb=20140618183605&amp;path-prefix=zh"" 	 alt=""253i""  	class="""" 	 	data-image-key=""253i.png"" 	data-image-name=""253i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/7/72/258i.png/revision/latest/scale-to-width-down/40?cb=20140618183704&amp;path-prefix=zh"" 	 alt=""258i""  	class="""" 	 	data-image-key=""258i.png"" 	data-image-name=""258i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e4/268i.png/revision/latest/scale-to-width-down/40?cb=20140618185117&amp;path-prefix=zh"" 	 alt=""268i""  	class="""" 	 	data-image-key=""268i.png"" 	data-image-name=""268i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/262i.png/revision/latest/scale-to-width-down/40?cb=20140618184036&amp;path-prefix=zh"" 	 alt=""262i""  	class="""" 	 	data-image-key=""262i.png"" 	data-image-name=""262i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/7/71/795i.png/revision/latest/scale-to-width-down/40?cb=20150604161030&amp;path-prefix=zh"" 	 alt=""795i""  	class="""" 	 	data-image-key=""795i.png"" 	data-image-name=""795i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","794","神龍呼嘯 ‧ 木","神龍呼嘯 ‧ 木
當隊伍中只有神族及龍類成員時，全隊攻擊力 2.5 倍，消除木符石及心符石時攻擊力有 40% 機會額外提升 2 倍 (機率可以疊加，倍率優先跟隨隊長技能)","木","龍類","5★","皮拉圖斯","https://tos.fandom.com/zh/wiki/%E7%9A%AE%E6%8B%89%E5%9C%96%E6%96%AF","拚力迎戰","拚力迎戰
1 回合內，全隊攻擊力 2 倍；下一回合全隊回復力變 0"
"1556372216-4631","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","諾維雅 ‧ 克利夫","1051-1100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921051-1100","","","1075","邪之怒","邪之怒
暗屬性攻擊力 2 倍","暗","人類","6★","諾維雅 ‧ 克利夫","https://tos.fandom.com/zh/wiki/%E8%AB%BE%E7%B6%AD%E9%9B%85_%E2%80%A7_%E5%85%8B%E5%88%A9%E5%A4%AB","流影劍","流影劍
水符石轉化為光符石，同時將木符石轉化為暗符石"
"1556372274-5018","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","枯木魔像","651-700","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92651-700","<img src=""https://vignette.wikia.nocookie.net/tos/images/8/8c/663i.png/revision/latest/scale-to-width-down/40?cb=20141125115940&amp;path-prefix=zh"" 	 alt=""663i""  	class="""" 	 	data-image-key=""663i.png"" 	data-image-name=""663i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/8/8c/663i.png/revision/latest/scale-to-width-down/40?cb=20141125115940&amp;path-prefix=zh"" 	 alt=""663i""  	class="""" 	 	data-image-key=""663i.png"" 	data-image-name=""663i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/9/92/154i.png/revision/latest/scale-to-width-down/40?cb=20140618173701&amp;path-prefix=zh"" 	 alt=""154i""  	class="""" 	 	data-image-key=""154i.png"" 	data-image-name=""154i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/53/668i.png/revision/latest/scale-to-width-down/40?cb=20141125120011&amp;path-prefix=zh"" 	 alt=""668i""  	class="""" 	 	data-image-key=""668i.png"" 	data-image-name=""668i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","663","兩儀","兩儀
所受傷害 30% (不包括敵技傷害) 轉化為我方生命力","木","人類","5★","枯木魔像","https://tos.fandom.com/zh/wiki/%E6%9E%AF%E6%9C%A8%E9%AD%94%E5%83%8F","符石緩變 ‧ 木","符石緩變 ‧ 木
將最多 3 粒水符石轉化為木符石"
"1556372120-3875","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","梵天","1801-1850","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921801-1850","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/11/1838i.png/revision/latest/scale-to-width-down/40?cb=20180820072751&amp;path-prefix=zh"" 	 alt=""1838i""  	class="""" 	 	data-image-key=""1838i.png"" 	data-image-name=""1838i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/11/1838i.png/revision/latest/scale-to-width-down/40?cb=20180820072751&amp;path-prefix=zh"" 	 alt=""1838i""  	class="""" 	 	data-image-key=""1838i.png"" 	data-image-name=""1838i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/eb/252i.png/revision/latest/scale-to-width-down/40?cb=20140618183601&amp;path-prefix=zh"" 	 alt=""252i""  	class="""" 	 	data-image-key=""252i.png"" 	data-image-name=""252i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/4/40/257i.png/revision/latest/scale-to-width-down/40?cb=20140618183659&amp;path-prefix=zh"" 	 alt=""257i""  	class="""" 	 	data-image-key=""257i.png"" 	data-image-name=""257i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e7/266i.png/revision/latest/scale-to-width-down/40?cb=20140618184920&amp;path-prefix=zh"" 	 alt=""266i""  	class="""" 	 	data-image-key=""266i.png"" 	data-image-name=""266i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e4/1839i.png/revision/latest/scale-to-width-down/40?cb=20180820072752&amp;path-prefix=zh"" 	 alt=""1839i""  	class="""" 	 	data-image-key=""1839i.png"" 	data-image-name=""1839i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1838","元素創念","元素創念
隊伍中只有神族成員時，全隊攻擊力 4 倍；首批掉落「沒有首批消除」的其中 1 種屬性符石 (剩餘數量最少優先)。消除 5 種屬性符石時，全隊攻擊力額外提升 1.5 倍","火","神族","5★","梵天","https://tos.fandom.com/zh/wiki/%E6%A2%B5%E5%A4%A9","烈炎強擊","烈炎強擊
對單一敵人造成 10 倍火屬性傷害"
"1556372536-5548","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","強化機械狼","151-200","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92151-200","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/c1/170i.png/revision/latest/scale-to-width-down/40?cb=20140618175753&amp;path-prefix=zh"" 	 alt=""170i""  	class="""" 	 	data-image-key=""170i.png"" 	data-image-name=""170i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/c1/170i.png/revision/latest/scale-to-width-down/40?cb=20140618175753&amp;path-prefix=zh"" 	 alt=""170i""  	class="""" 	 	data-image-key=""170i.png"" 	data-image-name=""170i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5f/171i.png/revision/latest/scale-to-width-down/40?cb=20140618175756&amp;path-prefix=zh"" 	 alt=""171i""  	class="""" 	 	data-image-key=""171i.png"" 	data-image-name=""171i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/39/254i.png/revision/latest/scale-to-width-down/40?cb=20140618183609&amp;path-prefix=zh"" 	 alt=""254i""  	class="""" 	 	data-image-key=""254i.png"" 	data-image-name=""254i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/21/259i.png/revision/latest/scale-to-width-down/40?cb=20140618184020&amp;path-prefix=zh"" 	 alt=""259i""  	class="""" 	 	data-image-key=""259i.png"" 	data-image-name=""259i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e4/268i.png/revision/latest/scale-to-width-down/40?cb=20140618185117&amp;path-prefix=zh"" 	 alt=""268i""  	class="""" 	 	data-image-key=""268i.png"" 	data-image-name=""268i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1c/172i.png/revision/latest/scale-to-width-down/40?cb=20140618180235&amp;path-prefix=zh"" 	 alt=""172i""  	class="""" 	 	data-image-key=""172i.png"" 	data-image-name=""172i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","171","光之制裁","光之制裁
提升光屬性對暗屬性目標的攻擊力 (包括主動技）","光","機械族","3★","強化機械狼","https://tos.fandom.com/zh/wiki/%E5%BC%B7%E5%8C%96%E6%A9%9F%E6%A2%B0%E7%8B%BC","閃光猛擊","閃光猛擊
對敵方全體造成 10 倍光屬性傷害"
"1556372115-3811","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","青碧動甲","1851-1900","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921851-1900","","","1861","森之力","森之力
木屬性攻擊力 1.5 倍","木","機械族","3★","青碧動甲","https://tos.fandom.com/zh/wiki/%E9%9D%92%E7%A2%A7%E5%8B%95%E7%94%B2","機械配置 ‧ 木","機械配置 ‧ 木
木符石轉化為機械族符石"
"1556372183-4398","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","惡夢焚燒 ‧ 梅格蘭斯","1301-1350","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921301-1350","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/cd/299i.png/revision/latest/scale-to-width-down/40?cb=20140618190131&amp;path-prefix=zh"" 	 alt=""299i""  	class="""" 	 	data-image-key=""299i.png"" 	data-image-name=""299i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/c/cd/299i.png/revision/latest/scale-to-width-down/40?cb=20140618190131&amp;path-prefix=zh"" 	 alt=""299i""  	class="""" 	 	data-image-key=""299i.png"" 	data-image-name=""299i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/c/cd/1342i.png/revision/latest/scale-to-width-down/40?cb=20171026180504&amp;path-prefix=zh"" 	 alt=""1342i""  	class="""" 	 	data-image-key=""1342i.png"" 	data-image-name=""1342i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1342","妖之靈 ‧ 火","妖之靈 ‧ 火
火屬性及妖精類攻擊力及回復力 3 倍；所有屬性符石兼具 25% 心符石效果 (可疊加)","火","妖精類","6★","惡夢焚燒 ‧ 梅格蘭斯","https://tos.fandom.com/zh/wiki/%E6%83%A1%E5%A4%A2%E7%84%9A%E7%87%92_%E2%80%A7_%E6%A2%85%E6%A0%BC%E8%98%AD%E6%96%AF","點燃 ‧ 強","點燃 ‧ 強
敵方全體點燃，使受影響目標轉為火屬性及受到自身攻擊力 60 倍的火屬性傷害，並持續到死亡；效果持續期間，觸碰被燃燒的位置所受的傷害減至 0 (不包括煉獄之火所造成的傷害)"
"1556372518-5480","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","妙曼愛神費蕾雅","201-250","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92201-250","<img src=""https://vignette.wikia.nocookie.net/tos/images/6/65/205i.png/revision/latest/scale-to-width-down/40?cb=20140618181410&amp;path-prefix=zh"" 	 alt=""205i""  	class="""" 	 	data-image-key=""205i.png"" 	data-image-name=""205i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/6/65/205i.png/revision/latest/scale-to-width-down/40?cb=20140618181410&amp;path-prefix=zh"" 	 alt=""205i""  	class="""" 	 	data-image-key=""205i.png"" 	data-image-name=""205i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/7/75/206i.png/revision/latest/scale-to-width-down/40?cb=20140618181458&amp;path-prefix=zh"" 	 alt=""206i""  	class="""" 	 	data-image-key=""206i.png"" 	data-image-name=""206i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","206","森之怒","森之怒
木屬性攻擊力 2 倍","木","神族","6★","妙曼愛神費蕾雅","https://tos.fandom.com/zh/wiki/%E5%A6%99%E6%9B%BC%E6%84%9B%E7%A5%9E%E8%B2%BB%E8%95%BE%E9%9B%85","符石強化 ‧ 木","符石強化 ‧ 木
木符石轉化為木強化符石"
"1556372091-3665","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","烈女勳章 · 妺喜","2051-2100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%922051-2100","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/05/2065i.png/revision/latest/scale-to-width-down/40?cb=20190325021535&amp;path-prefix=zh"" 	 alt=""2065i""  	class="""" 	 	data-image-key=""2065i.png"" 	data-image-name=""2065i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/0/05/2065i.png/revision/latest/scale-to-width-down/40?cb=20190325021535&amp;path-prefix=zh"" 	 alt=""2065i""  	class="""" 	 	data-image-key=""2065i.png"" 	data-image-name=""2065i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/a/ae/2066i.png/revision/latest/scale-to-width-down/40?cb=20190324174029&amp;path-prefix=zh"" 	 alt=""2066i""  	class="""" 	 	data-image-key=""2066i.png"" 	data-image-name=""2066i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","2066","魔魅合擊","魔魅合擊
妖精類及魔族攻擊力 4.5 倍，消除妖族符石或魔族符石時，妖精類及魔族成員追打自身攻擊 1 次","暗","魔族","6★","烈女勳章 · 妺喜","https://tos.fandom.com/zh/wiki/%E7%83%88%E5%A5%B3%E5%8B%B3%E7%AB%A0_%C2%B7_%E5%A6%BA%E5%96%9C","紅顏之暴","紅顏之暴
隊長及戰友攻擊力 2.5 倍，效果持續至首批消除心符石"
